Segment,churn_rate,avg_clv,count,churn_rate_pct
At Risk,0.18404907975460122,543.3008691206544,326,18.404907975460123
Champions,0.15529411764705883,1297.5050980392157,425,15.529411764705884
Lost,0.09596928982725528,248.96529110684583,521,9.596928982725528
Loyal,0.11519845111326234,1039.066997418522,2066,11.519845111326234
Needs Attention,0.26875852660300137,185.8080945884493,733,26.875852660300136
New Customers,0.2161642078255292,160.8924524267693,1559,21.616420782552918
